Area_Type,Area_Name,Year,Quarter,Ownership,NAICS_Level,NAICS_Code,Industry_Name,Establishments,Average_Monthly_Employment,1st_Month_Emp,2nd_Month_Emp,3rd_Month_Emp,Total_Wages,Average_Weekly_Wages
California - Statewide,California,2007,Annual,Private,6,111334,Berry (except Strawberry) Farming,101,"3,488",0,0,0,"77,893,373.00",429
California - Statewide,California,2007,Annual,Private,5,11141,Food Crops Grown Under Cover,123,"4,611",0,0,0,"135,389,022.00",565
California - Statewide,California,2007,Annual,Private,6,111422,Floriculture Production,418,"10,366",0,0,0,"285,191,738.00",529
California - Statewide,California,2007,Annual,Private,5,11194,Hay Farming,404,"2,556",0,0,0,"76,280,872.00",574
California - Statewide,California,2007,Annual,Private,6,112111,Beef Cattle Ranching and Farming,722,"4,522",0,0,0,"128,066,213.00",545
California - Statewide,California,2007,Annual,Private,4,1123,Poultry and Egg Production,194,"3,308",0,0,0,"87,559,002.00",509
California - Statewide,California,2007,Annual,Private,5,11231,Chicken Egg Production,70,"1,572",0,0,0,"45,252,812.00",554
California - Statewide,California,2007,Annual,Private,5,11234,Poultry Hatcheries,26,610,0,0,0,"13,981,777.00",441
California - Statewide,California,2007,Annual,Private,6,112390,Other Poultry Production,27,311,0,0,0,"8,676,380.00",537
California - Statewide,California,2007,Annual,Private,5,11242,Goat Farming,26,144,0,0,0,"4,112,855.00",551
California - Statewide,California,2007,Annual,Private,6,112511,Finfish Farming and Fish Hatcheries,46,359,0,0,0,"12,668,896.00",679
California - Statewide,California,2007,Annual,Private,6,112512,Shellfish Farming,15,162,0,0,0,"5,014,969.00",594
California - Statewide,California,2007,Annual,Private,4,1129,Other Animal Production,375,"2,068",0,0,0,"60,089,487.00",559
California - Statewide,California,2007,Annual,Private,5,11293,Fur-Bearing Animal and Rabbit Production,6,73,0,0,0,"2,348,637.00",622
California - Statewide,California,2007,Annual,Private,6,112930,Fur-Bearing Animal and Rabbit Production,6,73,0,0,0,"2,348,637.00",622
California - Statewide,California,2007,Annual,Private,4,1131,Timber Tract Operations,17,21,0,0,0,"621,722.00",576
California - Statewide,California,2007,Annual,Private,5,11311,Timber Tract Operations,17,21,0,0,0,"621,722.00",576
California - Statewide,California,2007,Annual,Private,6,113110,Timber Tract Operations,17,21,0,0,0,"621,722.00",576
California - Statewide,California,2007,Annual,Private,6,113310,Logging,309,"2,248",0,0,0,"91,300,828.00",781
California - Statewide,California,2007,Annual,Private,5,11411,Fishing,197,543,0,0,0,"28,155,377.00",997
California - Statewide,California,2007,Annual,Private,6,114111,Finfish Fishing,147,366,0,0,0,"21,327,285.00","1,122.00"
California - Statewide,California,2007,Annual,Private,6,115112,"Soil Preparation, Planting, Cultivating",667,"8,510",0,0,0,"261,158,471.00",590
California - Statewide,California,2007,Annual,Private,5,11531,Support Activities for Forestry,107,"1,381",0,0,0,"50,769,912.00",707
California - Statewide,California,2007,Annual,Private,2,11,"Agriculture, Forestry, Fishing & Hunting","18,084","386,025",0,0,0,"9,082,243,222.00",452
California - Statewide,California,2007,Annual,Private,5,11115,Corn Farming,49,280,0,0,0,"11,305,066.00",776
California - Statewide,California,2007,Annual,Private,5,11121,Vegetable and Melon Farming,929,"31,955",0,0,0,"943,387,200.00",568
California - Statewide,California,2007,Annual,Private,6,111211,Potato Farming,45,"1,064",0,0,0,"26,128,740.00",472
California - Statewide,California,2007,Annual,Private,6,111320,Citrus (except Orange) Groves,205,"2,147",0,0,0,"47,690,069.00",427
California - Statewide,California,2007,Annual,Private,6,111333,Strawberry Farming,390,"23,652",0,0,0,"483,830,609.00",393
California - Statewide,California,2007,Annual,Private,4,1114,Greenhouse and Nursery Production,"1,155","34,164",0,0,0,"998,521,299.00",562
California - Statewide,California,2007,Annual,Private,5,11142,Nursery and Floriculture Production,"1,032","29,553",0,0,0,"863,132,277.00",562
California - Statewide,California,2007,Annual,Private,6,111940,Hay Farming,404,"2,556",0,0,0,"76,280,872.00",574
California - Statewide,California,2007,Annual,Private,5,11199,All Other Crop Farming,851,"8,739",0,0,0,"230,986,557.00",508
California - Statewide,California,2007,Annual,Private,4,1121,Cattle Ranching and Farming,"2,328","23,468",0,0,0,"668,399,933.00",548
California - Statewide,California,2007,Annual,Private,6,112120,Dairy Cattle and Milk Production,"1,550","18,002",0,0,0,"509,939,337.00",545
California - Statewide,California,2007,Annual,Private,5,11221,Hog and Pig Farming,13,80,0,0,0,"2,018,728.00",487
California - Statewide,California,2007,Annual,Private,6,112320,Broiler and Meat Type Chicken Production,25,264,0,0,0,"5,975,779.00",436
California - Statewide,California,2007,Annual,Private,5,11233,Turkey Production,47,551,0,0,0,"13,672,254.00",477
California - Statewide,California,2007,Annual,Private,6,112330,Turkey Production,47,551,0,0,0,"13,672,254.00",477
California - Statewide,California,2007,Annual,Private,5,11239,Other Poultry Production,27,311,0,0,0,"8,676,380.00",537
California - Statewide,California,2007,Annual,Private,6,112519,Other Animal Aquaculture,6,46,0,0,0,"1,572,407.00",665
California - Statewide,California,2007,Annual,Private,6,112910,Apiculture,95,550,0,0,0,"16,299,323.00",569
California - Statewide,California,2007,Annual,Private,6,113210,Forest Nursery/Gathering Forest Products,29,533,0,0,0,"16,114,399.00",581
California - Statewide,California,2007,Annual,Private,4,1133,Logging,309,"2,248",0,0,0,"91,300,828.00",781
California - Statewide,California,2007,Annual,Private,3,114,"Fishing, Hunting and Trapping",212,591,0,0,0,"29,271,890.00",952
California - Statewide,California,2007,Annual,Private,6,114210,Hunting and Trapping,15,48,0,0,0,"1,116,513.00",444
California - Statewide,California,2007,Annual,Private,5,11511,Support Activities for Crop Production,"2,937","175,985",0,0,0,"3,543,246,877.00",387
California - Statewide,California,2007,Annual,Private,6,115111,Cotton Ginning,48,505,0,0,0,"19,210,826.00",732
California - Statewide,California,2007,Annual,Private,6,115113,"Crop Harvesting, Primarily by Machine",313,"7,353",0,0,0,"160,525,005.00",420
California - Statewide,California,2006,1st Qtr,Private,6,111940,Hay Farming,373,"1,825","1,757","1,831","1,887","11,653,627.00",491
California - Statewide,California,2006,1st Qtr,Private,5,11199,All Other Crop Farming,"1,291","10,432","9,882","10,570","10,846","57,352,321.00",423
California - Statewide,California,2006,1st Qtr,Private,4,1121,Cattle Ranching and Farming,"2,371","22,332","22,108","22,429","22,460","144,668,760.00",498
California - Statewide,California,2006,1st Qtr,Private,6,112120,Dairy Cattle and Milk Production,"1,579","17,242","17,080","17,300","17,346","110,065,512.00",491
California - Statewide,California,2006,1st Qtr,Private,5,11221,Hog and Pig Farming,11,62,63,63,61,"295,797.00",365
California - Statewide,California,2006,1st Qtr,Private,6,112320,Broiler and Meat Type Chicken Production,25,220,225,227,209,"2,074,475.00",724
California - Statewide,California,2006,1st Qtr,Private,5,11233,Turkey Production,60,788,783,800,782,"5,226,726.00",510
California - Statewide,California,2006,1st Qtr,Private,6,112330,Turkey Production,60,788,783,800,782,"5,226,726.00",510
California - Statewide,California,2006,1st Qtr,Private,5,11239,Other Poultry Production,28,379,382,377,378,"2,212,696.00",449
California - Statewide,California,2006,1st Qtr,Private,6,112910,Apiculture,94,447,437,435,471,"2,801,428.00",481
California - Statewide,California,2006,1st Qtr,Private,6,113210,Forest Nursery/Gathering Forest Products,29,414,386,416,442,"2,766,151.00",513
California - Statewide,California,2006,1st Qtr,Private,5,11194,Hay Farming,373,"1,825","1,757","1,831","1,887","11,653,627.00",491
California - Statewide,California,2006,1st Qtr,Private,6,112111,Beef Cattle Ranching and Farming,738,"4,060","3,998","4,086","4,098","26,853,195.00",509
California - Statewide,California,2006,1st Qtr,Private,4,1123,Poultry and Egg Production,209,"3,262","3,290","3,296","3,200","21,815,186.00",514
California - Statewide,California,2006,1st Qtr,Private,5,11231,Chicken Egg Production,70,"1,474","1,508","1,468","1,448","9,922,835.00",518
California - Statewide,California,2006,1st Qtr,Private,5,11234,Poultry Hatcheries,26,399,392,424,383,"2,378,454.00",458
California - Statewide,California,2006,1st Qtr,Private,6,112390,Other Poultry Production,28,379,382,377,378,"2,212,696.00",449
California - Statewide,California,2006,1st Qtr,Private,5,11242,Goat Farming,19,95,94,97,94,"655,601.00",531
California - Statewide,California,2006,1st Qtr,Private,6,112511,Finfish Farming and Fish Hatcheries,48,329,318,331,340,"2,118,262.00",494
California - Statewide,California,2006,1st Qtr,Private,4,1129,Other Animal Production,390,"1,999","1,977","2,026","1,994","13,405,140.00",516
California - Statewide,California,2006,1st Qtr,Private,5,11293,Fur-Bearing Animal and Rabbit Production,8,73,74,75,71,"601,719.00",631
California - Statewide,California,2006,1st Qtr,Private,6,112930,Fur-Bearing Animal and Rabbit Production,8,73,74,75,71,"601,719.00",631
California - Statewide,California,2006,1st Qtr,Private,4,1131,Timber Tract Operations,18,18,20,17,18,"137,022.00",575
California - Statewide,California,2006,1st Qtr,Private,5,11311,Timber Tract Operations,18,18,20,17,18,"137,022.00",575
California - Statewide,California,2006,1st Qtr,Private,6,113110,Timber Tract Operations,18,18,20,17,18,"137,022.00",575
California - Statewide,California,2006,1st Qtr,Private,5,11192,Cotton Farming,443,"3,385","3,098","3,465","3,592","21,075,953.00",479
California - Statewide,California,2006,1st Qtr,Private,6,111920,Cotton Farming,443,"3,385","3,098","3,465","3,592","21,075,953.00",479
California - Statewide,California,2006,1st Qtr,Private,6,111998,All Other Miscellaneous Crop Farming,"1,275","10,328","9,783","10,464","10,739","56,723,305.00",422
California - Statewide,California,2006,1st Qtr,Private,5,11211,"Beef Cattle Ranching, Farming, Feedlots",792,"5,090","5,028","5,129","5,114","34,603,248.00",523
California - Statewide,California,2006,1st Qtr,Private,6,112112,Cattle Feedlots,54,"1,029","1,030","1,043","1,016","7,750,053.00",579
California - Statewide,California,2006,1st Qtr,Private,5,11212,Dairy Cattle and Milk Production,"1,579","17,242","17,080","17,300","17,346","110,065,512.00",491
California - Statewide,California,2006,1st Qtr,Private,6,112210,Hog and Pig Farming,11,62,63,63,61,"295,797.00",365
California - Statewide,California,2006,1st Qtr,Private,6,112310,Chicken Egg Production,70,"1,474","1,508","1,468","1,448","9,922,835.00",518
California - Statewide,California,2006,1st Qtr,Private,5,11232,Broiler and Meat Type Chicken Production,25,220,225,227,209,"2,074,475.00",724
California - Statewide,California,2006,1st Qtr,Private,6,112340,Poultry Hatcheries,26,399,392,424,383,"2,378,454.00",458
California - Statewide,California,2006,1st Qtr,Private,4,1124,Sheep and Goat Farming,92,430,422,435,433,"2,317,560.00",415
California - Statewide,California,2006,1st Qtr,Private,5,11241,Sheep Farming,73,335,328,338,339,"1,661,959.00",382
California - Statewide,California,2006,1st Qtr,Private,6,112410,Sheep Farming,73,335,328,338,339,"1,661,959.00",382
California - Statewide,California,2006,1st Qtr,Private,5,11251,Animal Aquaculture,67,495,495,489,502,"3,344,327.00",519
California - Statewide,California,2006,1st Qtr,Private,5,11291,Apiculture,94,447,437,435,471,"2,801,428.00",481
California - Statewide,California,2006,1st Qtr,Private,5,11292,Horse and Other Equine Production,161,530,513,534,543,"3,348,935.00",486
California - Statewide,California,2006,1st Qtr,Private,6,112920,Horse and Other Equine Production,161,530,513,534,543,"3,348,935.00",486
California - Statewide,California,2006,1st Qtr,Private,6,112990,All Other Animal Production,127,948,953,982,909,"6,653,058.00",540
California - Statewide,California,2006,1st Qtr,Private,5,11321,Forest Nursery/Gathering Forest Products,29,414,386,416,442,"2,766,151.00",513
California - Statewide,California,2006,1st Qtr,Private,4,1119,Other Crop Farming,"2,107","15,642","14,737","15,866","16,325","90,081,901.00",443
California - Statewide,California,2006,1st Qtr,Private,3,112,Animal Production,"3,140","28,581","28,355","28,738","28,650","185,846,770.00",500
California - Statewide,California,2006,1st Qtr,Private,4,1122,Hog and Pig Farming,11,62,63,63,61,"295,797.00",365
California - Statewide,California,2006,1st Qtr,Private,6,112420,Goat Farming,19,95,94,97,94,"655,601.00",531
California - Statewide,California,2006,1st Qtr,Private,4,1125,Animal Aquaculture,67,495,495,489,502,"3,344,327.00",519
California - Statewide,California,2006,1st Qtr,Private,5,11299,All Other Animal Production,127,948,953,982,909,"6,653,058.00",540
California - Statewide,California,2006,1st Qtr,Private,3,113,Forestry and Logging,367,"1,701","1,673","1,760","1,670","13,122,137.00",593
California - Statewide,California,2006,1st Qtr,Private,4,1132,Forest Nursery/Gathering Forest Products,29,414,386,416,442,"2,766,151.00",513
California - Statewide,California,2006,1st Qtr,Private,5,11331,Logging,320,"1,268","1,267","1,327","1,210","10,218,964.00",620
California - Statewide,California,2006,1st Qtr,Private,4,1141,Fishing,231,692,684,702,692,"11,596,309.00","1,288.00"
California - Statewide,California,2006,1st Qtr,Private,4,1133,Logging,320,"1,268","1,267","1,327","1,210","10,218,964.00",620
California - Statewide,California,2006,1st Qtr,Private,3,114,"Fishing, Hunting and Trapping",246,738,729,748,738,"11,862,456.00","1,236.00"
California - Statewide,California,2006,1st Qtr,Private,6,113310,Logging,320,"1,268","1,267","1,327","1,210","10,218,964.00",620
California - Statewide,California,2006,1st Qtr,Private,5,11411,Fishing,231,692,684,702,692,"11,596,309.00","1,288.00"
California - Statewide,California,2006,1st Qtr,Private,6,114111,Finfish Fishing,177,465,461,470,466,"8,170,637.00","1,350.00"
California - Statewide,California,2006,1st Qtr,Local Government,3,115,Agriculture & Forestry Support Activity,6,65,66,62,67,"652,215.00",772
California - Statewide,California,2006,1st Qtr,Private,6,111140,Wheat Farming,38,143,139,145,145,"941,966.00",507
California - Statewide,California,2006,1st Qtr,Private,5,11116,Rice Farming,511,811,764,825,844,"4,820,457.00",457
California - Statewide,California,2006,1st Qtr,Private,5,11119,Other Grain Farming,89,476,438,474,517,"2,709,866.00",438
California - Statewide,California,2006,1st Qtr,Private,6,111199,All Other Grain Farming,61,389,355,385,428,"2,172,469.00",429
California - Statewide,California,2006,1st Qtr,Private,4,1113,Fruit and Tree Nut Farming,"6,453","68,551","65,100","70,400","70,154","316,641,350.00",355
California - Statewide,California,2006,1st Qtr,Private,3,111,Crop Production,"11,425","142,729","138,088","144,686","145,415","786,091,949.00",424
California - Statewide,California,2006,1st Qtr,Private,5,11113,Dry Pea and Bean Farming,17,48,47,46,51,"181,493.00",291
California - Statewide,California,2006,1st Qtr,Private,4,1112,Vegetable and Melon Farming,957,"24,959","24,172","25,066","25,640","156,029,687.00",481
California - Statewide,California,2006,1st Qtr,Private,6,111219,Other Vegetable and Melon Farming,922,"24,398","23,589","24,500","25,107","152,676,663.00",481
California - Statewide,California,2006,1st Qtr,Private,6,111310,Orange Groves,280,"2,371","2,268","2,567","2,278","11,764,078.00",382
California - Statewide,California,2006,1st Qtr,Private,5,11132,Citrus (except Orange) Groves,215,"1,785","1,945","1,793","1,619","9,117,178.00",393
